img,filename,cls
D:/Doan/fashion-dataset/images/28584.jpg,28584.jpg,Watches
D:/Doan/fashion-dataset/images/47429.jpg,47429.jpg,Handbags
D:/Doan/fashion-dataset/images/22882.jpg,22882.jpg,Sandals
D:/Doan/fashion-dataset/images/8694.jpg,8694.jpg,Sunglasses
D:/Doan/fashion-dataset/images/43089.jpg,43089.jpg,Fragrance Gift Set
D:/Doan/fashion-dataset/images/18311.jpg,18311.jpg,Sweaters
D:/Doan/fashion-dataset/images/4865.jpg,4865.jpg,Tshirts
D:/Doan/fashion-dataset/images/56769.jpg,56769.jpg,Shirts
D:/Doan/fashion-dataset/images/59721.jpg,59721.jpg,Bra
D:/Doan/fashion-dataset/images/4059.jpg,4059.jpg,Tshirts
D:/Doan/fashion-dataset/images/11892.jpg,11892.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/38524.jpg,38524.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/53815.jpg,53815.jpg,Kurtas
D:/Doan/fashion-dataset/images/57489.jpg,57489.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/45970.jpg,45970.jpg,Tops
D:/Doan/fashion-dataset/images/53029.jpg,53029.jpg,Sarees
D:/Doan/fashion-dataset/images/24947.jpg,24947.jpg,Tops
D:/Doan/fashion-dataset/images/25895.jpg,25895.jpg,Camisoles
D:/Doan/fashion-dataset/images/59513.jpg,59513.jpg,Pendant
D:/Doan/fashion-dataset/images/21409.jpg,21409.jpg,Tshirts
D:/Doan/fashion-dataset/images/29664.jpg,29664.jpg,Shirts
D:/Doan/fashion-dataset/images/3872.jpg,3872.jpg,Tshirts
D:/Doan/fashion-dataset/images/49781.jpg,49781.jpg,Night suits
D:/Doan/fashion-dataset/images/16885.jpg,16885.jpg,Sunglasses
D:/Doan/fashion-dataset/images/12419.jpg,12419.jpg,Wallets
D:/Doan/fashion-dataset/images/17957.jpg,17957.jpg,Caps
D:/Doan/fashion-dataset/images/30749.jpg,30749.jpg,Kurtas
D:/Doan/fashion-dataset/images/9574.jpg,9574.jpg,Backpacks
D:/Doan/fashion-dataset/images/48653.jpg,48653.jpg,Earrings
D:/Doan/fashion-dataset/images/39092.jpg,39092.jpg,Shirts
D:/Doan/fashion-dataset/images/20983.jpg,20983.jpg,Belts
D:/Doan/fashion-dataset/images/38140.jpg,38140.jpg,Backpacks
D:/Doan/fashion-dataset/images/58899.jpg,58899.jpg,Ties
D:/Doan/fashion-dataset/images/37934.jpg,37934.jpg,Tops
D:/Doan/fashion-dataset/images/56903.jpg,56903.jpg,Heels
D:/Doan/fashion-dataset/images/59177.jpg,59177.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/15258.jpg,15258.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/6158.jpg,6158.jpg,Tshirts
D:/Doan/fashion-dataset/images/13993.jpg,13993.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/29200.jpg,29200.jpg,Socks
D:/Doan/fashion-dataset/images/12841.jpg,12841.jpg,Tshirts
D:/Doan/fashion-dataset/images/18547.jpg,18547.jpg,Flats
D:/Doan/fashion-dataset/images/54668.jpg,54668.jpg,Watches
D:/Doan/fashion-dataset/images/9110.jpg,9110.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/48237.jpg,48237.jpg,Sunglasses
D:/Doan/fashion-dataset/images/26248.jpg,26248.jpg,Tshirts
D:/Doan/fashion-dataset/images/19495.jpg,19495.jpg,Socks
D:/Doan/fashion-dataset/images/30923.jpg,30923.jpg,Skirts
D:/Doan/fashion-dataset/images/23508.jpg,23508.jpg,Watches
D:/Doan/fashion-dataset/images/27994.jpg,27994.jpg,Briefs
D:/Doan/fashion-dataset/images/29032.jpg,29032.jpg,Caps
D:/Doan/fashion-dataset/images/48005.jpg,48005.jpg,Watches
D:/Doan/fashion-dataset/images/18775.jpg,18775.jpg,Ties
D:/Doan/fashion-dataset/images/51914.jpg,51914.jpg,Handbags
D:/Doan/fashion-dataset/images/3618.jpg,3618.jpg,Flip Flops
D:/Doan/fashion-dataset/images/15856.jpg,15856.jpg,Sandals
D:/Doan/fashion-dataset/images/32648.jpg,32648.jpg,Shorts
D:/Doan/fashion-dataset/images/14984.jpg,14984.jpg,Sweatshirts
D:/Doan/fashion-dataset/images/38372.jpg,38372.jpg,Belts
D:/Doan/fashion-dataset/images/58297.jpg,58297.jpg,Socks
D:/Doan/fashion-dataset/images/1973.jpg,1973.jpg,Tshirts
D:/Doan/fashion-dataset/images/16072.jpg,16072.jpg,Trousers
D:/Doan/fashion-dataset/images/22247.jpg,22247.jpg,Sandals
D:/Doan/fashion-dataset/images/19806.jpg,19806.jpg,Tshirts
D:/Doan/fashion-dataset/images/7425.jpg,7425.jpg,Tops
D:/Doan/fashion-dataset/images/46702.jpg,46702.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/34322.jpg,34322.jpg,Tshirts
D:/Doan/fashion-dataset/images/50667.jpg,50667.jpg,Lounge Pants
D:/Doan/fashion-dataset/images/3085.jpg,3085.jpg,Tshirts
D:/Doan/fashion-dataset/images/55315.jpg,55315.jpg,Socks
D:/Doan/fashion-dataset/images/13500.jpg,13500.jpg,Tshirts
D:/Doan/fashion-dataset/images/48698.jpg,48698.jpg,Earrings
D:/Doan/fashion-dataset/images/43270.jpg,43270.jpg,Kurtas
D:/Doan/fashion-dataset/images/2157.jpg,2157.jpg,Tshirts
D:/Doan/fashion-dataset/images/30782.jpg,30782.jpg,Kurtas
D:/Doan/fashion-dataset/images/33107.jpg,33107.jpg,Heels
D:/Doan/fashion-dataset/images/57442.jpg,57442.jpg,Tshirts
D:/Doan/fashion-dataset/images/10385.jpg,10385.jpg,Watches
D:/Doan/fashion-dataset/images/44869.jpg,44869.jpg,Tshirts
D:/Doan/fashion-dataset/images/25062.jpg,25062.jpg,Accessory Gift Set
D:/Doan/fashion-dataset/images/11257.jpg,11257.jpg,Tshirts
D:/Doan/fashion-dataset/images/56590.jpg,56590.jpg,Eyeshadow
D:/Doan/fashion-dataset/images/41527.jpg,41527.jpg,Messenger Bag
D:/Doan/fashion-dataset/images/20510.jpg,20510.jpg,Wallets
D:/Doan/fashion-dataset/images/5372.jpg,5372.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/44055.jpg,44055.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/45187.jpg,45187.jpg,Watches
D:/Doan/fashion-dataset/images/36475.jpg,36475.jpg,Kurtas
D:/Doan/fashion-dataset/images/52130.jpg,52130.jpg,Dresses
D:/Doan/fashion-dataset/images/57670.jpg,57670.jpg,Nail Polish
D:/Doan/fashion-dataset/images/24382.jpg,24382.jpg,Kurtas
D:/Doan/fashion-dataset/images/33335.jpg,33335.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/41715.jpg,41715.jpg,Heels
D:/Doan/fashion-dataset/images/25250.jpg,25250.jpg,Handbags
D:/Doan/fashion-dataset/images/37795.jpg,37795.jpg,Shirts
D:/Doan/fashion-dataset/images/5140.jpg,5140.jpg,Tshirts
D:/Doan/fashion-dataset/images/14517.jpg,14517.jpg,Shirts
D:/Doan/fashion-dataset/images/58638.jpg,58638.jpg,Socks
D:/Doan/fashion-dataset/images/11859.jpg,11859.jpg,Flip Flops
D:/Doan/fashion-dataset/images/4092.jpg,4092.jpg,Tshirts
D:/Doan/fashion-dataset/images/7617.jpg,7617.jpg,Caps
D:/Doan/fashion-dataset/images/46530.jpg,46530.jpg,Watches
D:/Doan/fashion-dataset/images/51587.jpg,51587.jpg,Jeans
D:/Doan/fashion-dataset/images/22075.jpg,22075.jpg,Kurtas
D:/Doan/fashion-dataset/images/17392.jpg,17392.jpg,Socks
D:/Doan/fashion-dataset/images/50455.jpg,50455.jpg,Briefs
D:/Doan/fashion-dataset/images/34110.jpg,34110.jpg,Tops
D:/Doan/fashion-dataset/images/55127.jpg,55127.jpg,Nail Polish
D:/Doan/fashion-dataset/images/19208.jpg,19208.jpg,Caps
D:/Doan/fashion-dataset/images/31462.jpg,31462.jpg,Tshirts
D:/Doan/fashion-dataset/images/49578.jpg,49578.jpg,Heels
D:/Doan/fashion-dataset/images/22849.jpg,22849.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/43042.jpg,43042.jpg,Tops
D:/Doan/fashion-dataset/images/2365.jpg,2365.jpg,Handbags
D:/Doan/fashion-dataset/images/27507.jpg,27507.jpg,Bra
D:/Doan/fashion-dataset/images/13732.jpg,13732.jpg,Shirts
D:/Doan/fashion-dataset/images/25634.jpg,25634.jpg,Watches
D:/Doan/fashion-dataset/images/11401.jpg,11401.jpg,Shirts
D:/Doan/fashion-dataset/images/57214.jpg,57214.jpg,Shorts
D:/Doan/fashion-dataset/images/33751.jpg,33751.jpg,Tops
D:/Doan/fashion-dataset/images/21294.jpg,21294.jpg,Sunglasses
D:/Doan/fashion-dataset/images/52766.jpg,52766.jpg,Handbags
D:/Doan/fashion-dataset/images/36223.jpg,36223.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/20346.jpg,20346.jpg,Sweaters
D:/Doan/fashion-dataset/images/50031.jpg,50031.jpg,Lounge Pants
D:/Doan/fashion-dataset/images/34574.jpg,34574.jpg,Tops
D:/Doan/fashion-dataset/images/7273.jpg,7273.jpg,Tshirts
D:/Doan/fashion-dataset/images/46154.jpg,46154.jpg,Necklace and Chains
D:/Doan/fashion-dataset/images/16624.jpg,16624.jpg,Trousers
D:/Doan/fashion-dataset/images/49920.jpg,49920.jpg,Sarees
D:/Doan/fashion-dataset/images/28917.jpg,28917.jpg,Laptop Bag
D:/Doan/fashion-dataset/images/2701.jpg,2701.jpg,Tops
D:/Doan/fashion-dataset/images/54491.jpg,54491.jpg,Handbags
D:/Doan/fashion-dataset/images/13356.jpg,13356.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/12284.jpg,12284.jpg,Shirts
D:/Doan/fashion-dataset/images/55543.jpg,55543.jpg,Kajal and Eyeliner
D:/Doan/fashion-dataset/images/13958.jpg,13958.jpg,Tops
D:/Doan/fashion-dataset/images/34746.jpg,34746.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/28319.jpg,28319.jpg,Sandals
D:/Doan/fashion-dataset/images/50203.jpg,50203.jpg,Sunglasses
D:/Doan/fashion-dataset/images/8835.jpg,8835.jpg,Trousers
D:/Doan/fashion-dataset/images/16416.jpg,16416.jpg,Tshirts
D:/Doan/fashion-dataset/images/22623.jpg,22623.jpg,Tshirts
D:/Doan/fashion-dataset/images/35694.jpg,35694.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/7041.jpg,7041.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/13164.jpg,13164.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/43614.jpg,43614.jpg,Tunics
D:/Doan/fashion-dataset/images/31234.jpg,31234.jpg,Tshirts
D:/Doan/fashion-dataset/images/26283.jpg,26283.jpg,Tshirts
D:/Doan/fashion-dataset/images/25406.jpg,25406.jpg,Tshirts
D:/Doan/fashion-dataset/images/59980.jpg,59980.jpg,Dresses
D:/Doan/fashion-dataset/images/39059.jpg,39059.jpg,Cufflinks
D:/Doan/fashion-dataset/images/33563.jpg,33563.jpg,Tshirts
D:/Doan/fashion-dataset/images/58852.jpg,58852.jpg,Cufflinks
D:/Doan/fashion-dataset/images/40091.jpg,40091.jpg,Tshirts
D:/Doan/fashion-dataset/images/20948.jpg,20948.jpg,Flip Flops
D:/Doan/fashion-dataset/images/57026.jpg,57026.jpg,Briefs
D:/Doan/fashion-dataset/images/52554.jpg,52554.jpg,Jeans
D:/Doan/fashion-dataset/images/15293.jpg,15293.jpg,Handbags
D:/Doan/fashion-dataset/images/39865.jpg,39865.jpg,Tshirts
D:/Doan/fashion-dataset/images/14341.jpg,14341.jpg,Flip Flops
D:/Doan/fashion-dataset/images/53486.jpg,53486.jpg,Bra
D:/Doan/fashion-dataset/images/20174.jpg,20174.jpg,Shirts
D:/Doan/fashion-dataset/images/5716.jpg,5716.jpg,Tshirts
D:/Doan/fashion-dataset/images/41385.jpg,41385.jpg,Shirts
D:/Doan/fashion-dataset/images/15869.jpg,15869.jpg,Sandals
D:/Doan/fashion-dataset/images/56332.jpg,56332.jpg,Watches
D:/Doan/fashion-dataset/images/24712.jpg,24712.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/21260.jpg,21260.jpg,Backpacks
D:/Doan/fashion-dataset/images/15055.jpg,15055.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/52792.jpg,52792.jpg,Wallets
D:/Doan/fashion-dataset/images/45725.jpg,45725.jpg,Kurtas
D:/Doan/fashion-dataset/images/4402.jpg,4402.jpg,Tshirts
D:/Doan/fashion-dataset/images/37305.jpg,37305.jpg,Watches
D:/Doan/fashion-dataset/images/53640.jpg,53640.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/23537.jpg,23537.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/48806.jpg,48806.jpg,Pendant
D:/Doan/fashion-dataset/images/17702.jpg,17702.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/47072.jpg,47072.jpg,Patiala
D:/Doan/fashion-dataset/images/34580.jpg,34580.jpg,Tops
D:/Doan/fashion-dataset/images/7287.jpg,7287.jpg,Tshirts
D:/Doan/fashion-dataset/images/35452.jpg,35452.jpg,Tshirts
D:/Doan/fashion-dataset/images/26879.jpg,26879.jpg,Tops
D:/Doan/fashion-dataset/images/27197.jpg,27197.jpg,Dresses
D:/Doan/fashion-dataset/images/26045.jpg,26045.jpg,Shirts
D:/Doan/fashion-dataset/images/3627.jpg,3627.jpg,Sandals
D:/Doan/fashion-dataset/images/29831.jpg,29831.jpg,Shirts
D:/Doan/fashion-dataset/images/47240.jpg,47240.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/6167.jpg,6167.jpg,Flip Flops
D:/Doan/fashion-dataset/images/23705.jpg,23705.jpg,Sunglasses
D:/Doan/fashion-dataset/images/17530.jpg,17530.jpg,Caps
D:/Doan/fashion-dataset/images/9913.jpg,9913.jpg,Handbags
D:/Doan/fashion-dataset/images/51325.jpg,51325.jpg,Handbags
D:/Doan/fashion-dataset/images/35660.jpg,35660.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/46392.jpg,46392.jpg,Tshirts
D:/Doan/fashion-dataset/images/18578.jpg,18578.jpg,Sweatshirts
D:/Doan/fashion-dataset/images/13190.jpg,13190.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/54657.jpg,54657.jpg,Watches
D:/Doan/fashion-dataset/images/48208.jpg,48208.jpg,Sunglasses
D:/Doan/fashion-dataset/images/30312.jpg,30312.jpg,Tshirts
D:/Doan/fashion-dataset/images/3415.jpg,3415.jpg,Tshirts
D:/Doan/fashion-dataset/images/42732.jpg,42732.jpg,Flats
D:/Doan/fashion-dataset/images/7889.jpg,7889.jpg,Track Pants
D:/Doan/fashion-dataset/images/55785.jpg,55785.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/12042.jpg,12042.jpg,Shirts
D:/Doan/fashion-dataset/images/26277.jpg,26277.jpg,Tshirts
D:/Doan/fashion-dataset/images/56100.jpg,56100.jpg,Lip Gloss
D:/Doan/fashion-dataset/images/32445.jpg,32445.jpg,Shorts
D:/Doan/fashion-dataset/images/59974.jpg,59974.jpg,Dresses
D:/Doan/fashion-dataset/images/40065.jpg,40065.jpg,Tshirts
D:/Doan/fashion-dataset/images/10715.jpg,10715.jpg,Tops
D:/Doan/fashion-dataset/images/24520.jpg,24520.jpg,Kurtas
D:/Doan/fashion-dataset/images/4630.jpg,4630.jpg,Flip Flops
D:/Doan/fashion-dataset/images/39891.jpg,39891.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/15267.jpg,15267.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/38943.jpg,38943.jpg,Shirts
D:/Doan/fashion-dataset/images/20180.jpg,20180.jpg,Shirts
D:/Doan/fashion-dataset/images/16086.jpg,16086.jpg,Sunglasses
D:/Doan/fashion-dataset/images/51741.jpg,51741.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/35204.jpg,35204.jpg,Backpacks
D:/Doan/fashion-dataset/images/47624.jpg,47624.jpg,Heels
D:/Doan/fashion-dataset/images/6503.jpg,6503.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/18920.jpg,18920.jpg,Shirts
D:/Doan/fashion-dataset/images/28789.jpg,28789.jpg,Shirts
D:/Doan/fashion-dataset/images/50693.jpg,50693.jpg,Trunk
D:/Doan/fashion-dataset/images/17154.jpg,17154.jpg,Jackets
D:/Doan/fashion-dataset/images/3071.jpg,3071.jpg,Tshirts
D:/Doan/fashion-dataset/images/8499.jpg,8499.jpg,Skirts
D:/Doan/fashion-dataset/images/12426.jpg,12426.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/26613.jpg,26613.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/17968.jpg,17968.jpg,Flip Flops
D:/Doan/fashion-dataset/images/30776.jpg,30776.jpg,Kurtis
D:/Doan/fashion-dataset/images/10371.jpg,10371.jpg,Sweatshirts
D:/Doan/fashion-dataset/images/24144.jpg,24144.jpg,Tshirts
D:/Doan/fashion-dataset/images/56564.jpg,56564.jpg,Lip Gloss
D:/Doan/fashion-dataset/images/53016.jpg,53016.jpg,Sarees
D:/Doan/fashion-dataset/images/5386.jpg,5386.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/45173.jpg,45173.jpg,Watches
D:/Doan/fashion-dataset/images/4254.jpg,4254.jpg,Tshirts
D:/Doan/fashion-dataset/images/36481.jpg,36481.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/21436.jpg,21436.jpg,Backpacks
D:/Doan/fashion-dataset/images/15603.jpg,15603.jpg,Jackets
D:/Doan/fashion-dataset/images/5988.jpg,5988.jpg,Shirts
D:/Doan/fashion-dataset/images/10143.jpg,10143.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/24376.jpg,24376.jpg,Kurtas
D:/Doan/fashion-dataset/images/40633.jpg,40633.jpg,Kurtas
D:/Doan/fashion-dataset/images/11091.jpg,11091.jpg,Shirts
D:/Doan/fashion-dataset/images/37761.jpg,37761.jpg,Shirts
D:/Doan/fashion-dataset/images/44293.jpg,44293.jpg,Shirts
D:/Doan/fashion-dataset/images/45341.jpg,45341.jpg,Heels
D:/Doan/fashion-dataset/images/4066.jpg,4066.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/35036.jpg,35036.jpg,Churidar
D:/Doan/fashion-dataset/images/51573.jpg,51573.jpg,Watches
D:/Doan/fashion-dataset/images/22081.jpg,22081.jpg,Kurtas
D:/Doan/fashion-dataset/images/42958.jpg,42958.jpg,Belts
D:/Doan/fashion-dataset/images/23153.jpg,23153.jpg,Tshirts
D:/Doan/fashion-dataset/images/17366.jpg,17366.jpg,Accessory Gift Set
D:/Doan/fashion-dataset/images/47416.jpg,47416.jpg,Handbags
D:/Doan/fashion-dataset/images/6731.jpg,6731.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/12614.jpg,12614.jpg,Tshirts
D:/Doan/fashion-dataset/images/3243.jpg,3243.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/42164.jpg,42164.jpg,Tshirts
D:/Doan/fashion-dataset/images/30544.jpg,30544.jpg,Socks
D:/Doan/fashion-dataset/images/2391.jpg,2391.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/9779.jpg,9779.jpg,Track Pants
D:/Doan/fashion-dataset/images/30924.jpg,30924.jpg,Skirts
D:/Doan/fashion-dataset/images/29035.jpg,29035.jpg,Tshirts
D:/Doan/fashion-dataset/images/46198.jpg,46198.jpg,Jewellery Set
D:/Doan/fashion-dataset/images/18772.jpg,18772.jpg,Ties
D:/Doan/fashion-dataset/images/30118.jpg,30118.jpg,Tshirts
D:/Doan/fashion-dataset/images/51913.jpg,51913.jpg,Handbags
D:/Doan/fashion-dataset/images/42538.jpg,42538.jpg,Kurtas
D:/Doan/fashion-dataset/images/15851.jpg,15851.jpg,Sandals
D:/Doan/fashion-dataset/images/38375.jpg,38375.jpg,Belts
D:/Doan/fashion-dataset/images/14983.jpg,14983.jpg,Shirts
D:/Doan/fashion-dataset/images/21258.jpg,21258.jpg,Backpacks
D:/Doan/fashion-dataset/images/59342.jpg,59342.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/53678.jpg,53678.jpg,Handbags
D:/Doan/fashion-dataset/images/56138.jpg,56138.jpg,Eyeshadow
D:/Doan/fashion-dataset/images/37933.jpg,37933.jpg,Tops
D:/Doan/fashion-dataset/images/24518.jpg,24518.jpg,Kurtas
D:/Doan/fashion-dataset/images/38147.jpg,38147.jpg,Backpacks
D:/Doan/fashion-dataset/images/20984.jpg,20984.jpg,Belts
D:/Doan/fashion-dataset/images/4608.jpg,4608.jpg,Backpacks
D:/Doan/fashion-dataset/images/56904.jpg,56904.jpg,Heels
D:/Doan/fashion-dataset/images/17508.jpg,17508.jpg,Tshirts
D:/Doan/fashion-dataset/images/47278.jpg,47278.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/13994.jpg,13994.jpg,Jackets
D:/Doan/fashion-dataset/images/12846.jpg,12846.jpg,Tshirts
D:/Doan/fashion-dataset/images/35658.jpg,35658.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/29207.jpg,29207.jpg,Socks
D:/Doan/fashion-dataset/images/48230.jpg,48230.jpg,Sunglasses
D:/Doan/fashion-dataset/images/9117.jpg,9117.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/6963.jpg,6963.jpg,Tshirts
D:/Doan/fashion-dataset/images/18540.jpg,18540.jpg,Heels
D:/Doan/fashion-dataset/images/19492.jpg,19492.jpg,Trunk
D:/Doan/fashion-dataset/images/53812.jpg,53812.jpg,Kurta Sets
D:/Doan/fashion-dataset/images/38523.jpg,38523.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/45977.jpg,45977.jpg,Tops
D:/Doan/fashion-dataset/images/24940.jpg,24940.jpg,Tshirts
D:/Doan/fashion-dataset/images/44099.jpg,44099.jpg,Perfume and Body Mist
D:/Doan/fashion-dataset/images/59514.jpg,59514.jpg,Pendant
D:/Doan/fashion-dataset/images/25892.jpg,25892.jpg,Tops
D:/Doan/fashion-dataset/images/51779.jpg,51779.jpg,Briefs
D:/Doan/fashion-dataset/images/3875.jpg,3875.jpg,Tshirts
D:/Doan/fashion-dataset/images/18918.jpg,18918.jpg,Shirts
D:/Doan/fashion-dataset/images/16882.jpg,16882.jpg,Sunglasses
D:/Doan/fashion-dataset/images/3049.jpg,3049.jpg,Tshirts
D:/Doan/fashion-dataset/images/49786.jpg,49786.jpg,Night suits
D:/Doan/fashion-dataset/images/17950.jpg,17950.jpg,Caps
D:/Doan/fashion-dataset/images/9573.jpg,9573.jpg,Backpacks
D:/Doan/fashion-dataset/images/42960.jpg,42960.jpg,Belts
D:/Doan/fashion-dataset/images/29451.jpg,29451.jpg,Watches
D:/Doan/fashion-dataset/images/6709.jpg,6709.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/54805.jpg,54805.jpg,Handbags
D:/Doan/fashion-dataset/images/28583.jpg,28583.jpg,Watches
D:/Doan/fashion-dataset/images/50499.jpg,50499.jpg,Innerwear Vests
D:/Doan/fashion-dataset/images/8693.jpg,8693.jpg,Sunglasses
D:/Doan/fashion-dataset/images/22885.jpg,22885.jpg,Sandals
D:/Doan/fashion-dataset/images/26419.jpg,26419.jpg,Shirts
D:/Doan/fashion-dataset/images/18316.jpg,18316.jpg,Shirts
D:/Doan/fashion-dataset/images/23957.jpg,23957.jpg,Shirts
D:/Doan/fashion-dataset/images/48466.jpg,48466.jpg,Dresses
D:/Doan/fashion-dataset/images/4862.jpg,4862.jpg,Tshirts
D:/Doan/fashion-dataset/images/37759.jpg,37759.jpg,Shirts
D:/Doan/fashion-dataset/images/45379.jpg,45379.jpg,Flats
D:/Doan/fashion-dataset/images/11895.jpg,11895.jpg,Formal Shoes
D:/Doan/fashion-dataset/images/59726.jpg,59726.jpg,Bra
D:/Doan/fashion-dataset/images/15409.jpg,15409.jpg,Sandals
D:/Doan/fashion-dataset/images/24188.jpg,24188.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/44851.jpg,44851.jpg,Tshirts
D:/Doan/fashion-dataset/images/52934.jpg,52934.jpg,Sarees
D:/Doan/fashion-dataset/images/39405.jpg,39405.jpg,Shirts
D:/Doan/fashion-dataset/images/45983.jpg,45983.jpg,Tops
D:/Doan/fashion-dataset/images/33903.jpg,33903.jpg,Watches
D:/Doan/fashion-dataset/images/20528.jpg,20528.jpg,Handbags
D:/Doan/fashion-dataset/images/52108.jpg,52108.jpg,Kurtas
D:/Doan/fashion-dataset/images/25866.jpg,25866.jpg,Backpacks
D:/Doan/fashion-dataset/images/4298.jpg,4298.jpg,Tshirts
D:/Doan/fashion-dataset/images/3881.jpg,3881.jpg,Tshirts
D:/Doan/fashion-dataset/images/28745.jpg,28745.jpg,Kurtas
D:/Doan/fashion-dataset/images/2953.jpg,2953.jpg,Capris
D:/Doan/fashion-dataset/images/17198.jpg,17198.jpg,Sweaters
D:/Doan/fashion-dataset/images/8455.jpg,8455.jpg,Tops
D:/Doan/fashion-dataset/images/16876.jpg,16876.jpg,Sunglasses
D:/Doan/fashion-dataset/images/31668.jpg,31668.jpg,Jeans
D:/Doan/fashion-dataset/images/49772.jpg,49772.jpg,Kurtas
D:/Doan/fashion-dataset/images/9587.jpg,9587.jpg,Handbags
D:/Doan/fashion-dataset/images/13538.jpg,13538.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/16278.jpg,16278.jpg,Sweatshirts
D:/Doan/fashion-dataset/images/42994.jpg,42994.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/55923.jpg,55923.jpg,Nail Polish
D:/Doan/fashion-dataset/images/46508.jpg,46508.jpg,Watches
D:/Doan/fashion-dataset/images/34128.jpg,34128.jpg,Belts
D:/Doan/fashion-dataset/images/43846.jpg,43846.jpg,Earrings
D:/Doan/fashion-dataset/images/28577.jpg,28577.jpg,Watches
D:/Doan/fashion-dataset/images/8667.jpg,8667.jpg,Sunglasses
D:/Doan/fashion-dataset/images/22871.jpg,22871.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/49540.jpg,49540.jpg,Handbags
D:/Doan/fashion-dataset/images/19230.jpg,19230.jpg,Ties
D:/Doan/fashion-dataset/images/34914.jpg,34914.jpg,Dupatta
D:/Doan/fashion-dataset/images/48492.jpg,48492.jpg,Tops
D:/Doan/fashion-dataset/images/30588.jpg,30588.jpg,Tshirts
D:/Doan/fashion-dataset/images/5944.jpg,5944.jpg,Casual Shoes
D:/Doan/fashion-dataset/images/25268.jpg,25268.jpg,Handbags
D:/Doan/fashion-dataset/images/4896.jpg,4896.jpg,Tops
D:/Doan/fashion-dataset/images/39637.jpg,39637.jpg,Sports Shoes
D:/Doan/fashion-dataset/images/58600.jpg,58600.jpg,Hair Accessory
D:/Doan/fashion-dataset/images/5178.jpg,5178.jpg,Tshirts
D:/Doan/fashion-dataset/images/11861.jpg,11861.jpg,Flip Flops
D:/Doan/fashion-dataset/images/27967.jpg,27967.jpg,Innerwear Vests
D:/Doan/fashion-dataset/images/6399.jpg,6399.jpg,Sandals
D:/Doan/fashion-dataset/images/28113.jpg,28113.jpg,Trunk
D:/Doan/fashion-dataset/images/50009.jpg,50009.jpg,Bra
D:/Doan/fashion-dataset/images/49918.jpg,49918.jpg,Sarees
D:/Doan/fashion-dataset/images/18786.jpg,18786.jpg,Wallets
D:/Doan/fashion-dataset/images/50835.jpg,50835.jpg,Belts
D:/Doan/fashion-dataset/images/49124.jpg,49124.jpg,Lipstick
D:/Doan/fashion-dataset/images/19654.jpg,19654.jpg,Tshirts
