img,cls
D:/Doan/fashion-dataset/images\11737.jpg,images
D:/Doan/fashion-dataset/images\11738.jpg,images
D:/Doan/fashion-dataset/images\11739.jpg,images
D:/Doan/fashion-dataset/images\11740.jpg,images
D:/Doan/fashion-dataset/images\11741.jpg,images
D:/Doan/fashion-dataset/images\11742.jpg,images
D:/Doan/fashion-dataset/images\11743.jpg,images
D:/Doan/fashion-dataset/images\11744.jpg,images
D:/Doan/fashion-dataset/images\11745.jpg,images
D:/Doan/fashion-dataset/images\11746.jpg,images
D:/Doan/fashion-dataset/images\11750.jpg,images
D:/Doan/fashion-dataset/images\11753.jpg,images
D:/Doan/fashion-dataset/images\11754.jpg,images
D:/Doan/fashion-dataset/images\11755.jpg,images
D:/Doan/fashion-dataset/images\11756.jpg,images
D:/Doan/fashion-dataset/images\11757.jpg,images
D:/Doan/fashion-dataset/images\11758.jpg,images
D:/Doan/fashion-dataset/images\11759.jpg,images
D:/Doan/fashion-dataset/images\11761.jpg,images
D:/Doan/fashion-dataset/images\11762.jpg,images
D:/Doan/fashion-dataset/images\11764.jpg,images
D:/Doan/fashion-dataset/images\11765.jpg,images
D:/Doan/fashion-dataset/images\11766.jpg,images
D:/Doan/fashion-dataset/images\11767.jpg,images
D:/Doan/fashion-dataset/images\11768.jpg,images
D:/Doan/fashion-dataset/images\11769.jpg,images
D:/Doan/fashion-dataset/images\11770.jpg,images
D:/Doan/fashion-dataset/images\11771.jpg,images
D:/Doan/fashion-dataset/images\11772.jpg,images
D:/Doan/fashion-dataset/images\11773.jpg,images
D:/Doan/fashion-dataset/images\11774.jpg,images
D:/Doan/fashion-dataset/images\11775.jpg,images
D:/Doan/fashion-dataset/images\11776.jpg,images
D:/Doan/fashion-dataset/images\11777.jpg,images
D:/Doan/fashion-dataset/images\11778.jpg,images
D:/Doan/fashion-dataset/images\11780.jpg,images
D:/Doan/fashion-dataset/images\11781.jpg,images
D:/Doan/fashion-dataset/images\11783.jpg,images
D:/Doan/fashion-dataset/images\11784.jpg,images
D:/Doan/fashion-dataset/images\11785.jpg,images
D:/Doan/fashion-dataset/images\11786.jpg,images
D:/Doan/fashion-dataset/images\11788.jpg,images
D:/Doan/fashion-dataset/images\11789.jpg,images
D:/Doan/fashion-dataset/images\11790.jpg,images
D:/Doan/fashion-dataset/images\11791.jpg,images
D:/Doan/fashion-dataset/images\11793.jpg,images
D:/Doan/fashion-dataset/images\11794.jpg,images
D:/Doan/fashion-dataset/images\11796.jpg,images
D:/Doan/fashion-dataset/images\11799.jpg,images
D:/Doan/fashion-dataset/images\11800.jpg,images
D:/Doan/fashion-dataset/images\11801.jpg,images
D:/Doan/fashion-dataset/images\11802.jpg,images
D:/Doan/fashion-dataset/images\11803.jpg,images
D:/Doan/fashion-dataset/images\11804.jpg,images
D:/Doan/fashion-dataset/images\11805.jpg,images
D:/Doan/fashion-dataset/images\11806.jpg,images
D:/Doan/fashion-dataset/images\11807.jpg,images
D:/Doan/fashion-dataset/images\11808.jpg,images
D:/Doan/fashion-dataset/images\11809.jpg,images
D:/Doan/fashion-dataset/images\11810.jpg,images
D:/Doan/fashion-dataset/images\11811.jpg,images
D:/Doan/fashion-dataset/images\11813.jpg,images
D:/Doan/fashion-dataset/images\11814.jpg,images
D:/Doan/fashion-dataset/images\11815.jpg,images
D:/Doan/fashion-dataset/images\11816.jpg,images
D:/Doan/fashion-dataset/images\11817.jpg,images
D:/Doan/fashion-dataset/images\11818.jpg,images
D:/Doan/fashion-dataset/images\11819.jpg,images
D:/Doan/fashion-dataset/images\11820.jpg,images
D:/Doan/fashion-dataset/images\11821.jpg,images
D:/Doan/fashion-dataset/images\11822.jpg,images
D:/Doan/fashion-dataset/images\11823.jpg,images
D:/Doan/fashion-dataset/images\11824.jpg,images
D:/Doan/fashion-dataset/images\11825.jpg,images
D:/Doan/fashion-dataset/images\11826.jpg,images
D:/Doan/fashion-dataset/images\11827.jpg,images
D:/Doan/fashion-dataset/images\11828.jpg,images
D:/Doan/fashion-dataset/images\11829.jpg,images
D:/Doan/fashion-dataset/images\11830.jpg,images
D:/Doan/fashion-dataset/images\11831.jpg,images
D:/Doan/fashion-dataset/images\11832.jpg,images
D:/Doan/fashion-dataset/images\11833.jpg,images
D:/Doan/fashion-dataset/images\11834.jpg,images
D:/Doan/fashion-dataset/images\11835.jpg,images
D:/Doan/fashion-dataset/images\11836.jpg,images
D:/Doan/fashion-dataset/images\11837.jpg,images
D:/Doan/fashion-dataset/images\11838.jpg,images
D:/Doan/fashion-dataset/images\11839.jpg,images
D:/Doan/fashion-dataset/images\11840.jpg,images
D:/Doan/fashion-dataset/images\11841.jpg,images
D:/Doan/fashion-dataset/images\11842.jpg,images
D:/Doan/fashion-dataset/images\11843.jpg,images
D:/Doan/fashion-dataset/images\11844.jpg,images
D:/Doan/fashion-dataset/images\11845.jpg,images
D:/Doan/fashion-dataset/images\11846.jpg,images
D:/Doan/fashion-dataset/images\11847.jpg,images
D:/Doan/fashion-dataset/images\11848.jpg,images
D:/Doan/fashion-dataset/images\11849.jpg,images
D:/Doan/fashion-dataset/images\11850.jpg,images
D:/Doan/fashion-dataset/images\11851.jpg,images
D:/Doan/fashion-dataset/images\11852.jpg,images
D:/Doan/fashion-dataset/images\11853.jpg,images
D:/Doan/fashion-dataset/images\11854.jpg,images
D:/Doan/fashion-dataset/images\11855.jpg,images
D:/Doan/fashion-dataset/images\11856.jpg,images
D:/Doan/fashion-dataset/images\11857.jpg,images
D:/Doan/fashion-dataset/images\11858.jpg,images
D:/Doan/fashion-dataset/images\11859.jpg,images
D:/Doan/fashion-dataset/images\11860.jpg,images
D:/Doan/fashion-dataset/images\11861.jpg,images
D:/Doan/fashion-dataset/images\11862.jpg,images
D:/Doan/fashion-dataset/images\11863.jpg,images
D:/Doan/fashion-dataset/images\11864.jpg,images
D:/Doan/fashion-dataset/images\11865.jpg,images
D:/Doan/fashion-dataset/images\11866.jpg,images
D:/Doan/fashion-dataset/images\11867.jpg,images
D:/Doan/fashion-dataset/images\11868.jpg,images
D:/Doan/fashion-dataset/images\11869.jpg,images
D:/Doan/fashion-dataset/images\11870.jpg,images
D:/Doan/fashion-dataset/images\11871.jpg,images
D:/Doan/fashion-dataset/images\11872.jpg,images
D:/Doan/fashion-dataset/images\11873.jpg,images
D:/Doan/fashion-dataset/images\11874.jpg,images
D:/Doan/fashion-dataset/images\11875.jpg,images
D:/Doan/fashion-dataset/images\11876.jpg,images
D:/Doan/fashion-dataset/images\11877.jpg,images
D:/Doan/fashion-dataset/images\11878.jpg,images
D:/Doan/fashion-dataset/images\11879.jpg,images
D:/Doan/fashion-dataset/images\11880.jpg,images
D:/Doan/fashion-dataset/images\11881.jpg,images
D:/Doan/fashion-dataset/images\11882.jpg,images
D:/Doan/fashion-dataset/images\11883.jpg,images
D:/Doan/fashion-dataset/images\11884.jpg,images
D:/Doan/fashion-dataset/images\11885.jpg,images
D:/Doan/fashion-dataset/images\11886.jpg,images
D:/Doan/fashion-dataset/images\11887.jpg,images
D:/Doan/fashion-dataset/images\11888.jpg,images
D:/Doan/fashion-dataset/images\11889.jpg,images
D:/Doan/fashion-dataset/images\11890.jpg,images
D:/Doan/fashion-dataset/images\11891.jpg,images
D:/Doan/fashion-dataset/images\11892.jpg,images
D:/Doan/fashion-dataset/images\11893.jpg,images
D:/Doan/fashion-dataset/images\11894.jpg,images
D:/Doan/fashion-dataset/images\11895.jpg,images
D:/Doan/fashion-dataset/images\11896.jpg,images
D:/Doan/fashion-dataset/images\11897.jpg,images
D:/Doan/fashion-dataset/images\11898.jpg,images
D:/Doan/fashion-dataset/images\11899.jpg,images
D:/Doan/fashion-dataset/images\11900.jpg,images
D:/Doan/fashion-dataset/images\11901.jpg,images
D:/Doan/fashion-dataset/images\11902.jpg,images
D:/Doan/fashion-dataset/images\11903.jpg,images
D:/Doan/fashion-dataset/images\11904.jpg,images
D:/Doan/fashion-dataset/images\11905.jpg,images
D:/Doan/fashion-dataset/images\11906.jpg,images
D:/Doan/fashion-dataset/images\11907.jpg,images
D:/Doan/fashion-dataset/images\11908.jpg,images
D:/Doan/fashion-dataset/images\11909.jpg,images
D:/Doan/fashion-dataset/images\11910.jpg,images
D:/Doan/fashion-dataset/images\11911.jpg,images
D:/Doan/fashion-dataset/images\11912.jpg,images
D:/Doan/fashion-dataset/images\11913.jpg,images
D:/Doan/fashion-dataset/images\11914.jpg,images
D:/Doan/fashion-dataset/images\11915.jpg,images
D:/Doan/fashion-dataset/images\11916.jpg,images
D:/Doan/fashion-dataset/images\11917.jpg,images
D:/Doan/fashion-dataset/images\11918.jpg,images
D:/Doan/fashion-dataset/images\11919.jpg,images
D:/Doan/fashion-dataset/images\11920.jpg,images
D:/Doan/fashion-dataset/images\11921.jpg,images
D:/Doan/fashion-dataset/images\11922.jpg,images
D:/Doan/fashion-dataset/images\11923.jpg,images
D:/Doan/fashion-dataset/images\11924.jpg,images
D:/Doan/fashion-dataset/images\11925.jpg,images
D:/Doan/fashion-dataset/images\11926.jpg,images
D:/Doan/fashion-dataset/images\11927.jpg,images
D:/Doan/fashion-dataset/images\11928.jpg,images
D:/Doan/fashion-dataset/images\11929.jpg,images
D:/Doan/fashion-dataset/images\11930.jpg,images
D:/Doan/fashion-dataset/images\11931.jpg,images
D:/Doan/fashion-dataset/images\11932.jpg,images
D:/Doan/fashion-dataset/images\11933.jpg,images
D:/Doan/fashion-dataset/images\11934.jpg,images
D:/Doan/fashion-dataset/images\11935.jpg,images
D:/Doan/fashion-dataset/images\11936.jpg,images
D:/Doan/fashion-dataset/images\11937.jpg,images
D:/Doan/fashion-dataset/images\11938.jpg,images
D:/Doan/fashion-dataset/images\11939.jpg,images
D:/Doan/fashion-dataset/images\11940.jpg,images
D:/Doan/fashion-dataset/images\11941.jpg,images
D:/Doan/fashion-dataset/images\11942.jpg,images
D:/Doan/fashion-dataset/images\11943.jpg,images
D:/Doan/fashion-dataset/images\11944.jpg,images
D:/Doan/fashion-dataset/images\11945.jpg,images
D:/Doan/fashion-dataset/images\11946.jpg,images
D:/Doan/fashion-dataset/images\11947.jpg,images
D:/Doan/fashion-dataset/images\11948.jpg,images
D:/Doan/fashion-dataset/images\11949.jpg,images
D:/Doan/fashion-dataset/images\11950.jpg,images
D:/Doan/fashion-dataset/images\11951.jpg,images
D:/Doan/fashion-dataset/images\11953.jpg,images
D:/Doan/fashion-dataset/images\11954.jpg,images
D:/Doan/fashion-dataset/images\11955.jpg,images
D:/Doan/fashion-dataset/images\11956.jpg,images
D:/Doan/fashion-dataset/images\11957.jpg,images
D:/Doan/fashion-dataset/images\11958.jpg,images
D:/Doan/fashion-dataset/images\11959.jpg,images
D:/Doan/fashion-dataset/images\11960.jpg,images
D:/Doan/fashion-dataset/images\11961.jpg,images
D:/Doan/fashion-dataset/images\11962.jpg,images
D:/Doan/fashion-dataset/images\11963.jpg,images
D:/Doan/fashion-dataset/images\11964.jpg,images
D:/Doan/fashion-dataset/images\11965.jpg,images
D:/Doan/fashion-dataset/images\11966.jpg,images
D:/Doan/fashion-dataset/images\11967.jpg,images
D:/Doan/fashion-dataset/images\11968.jpg,images
D:/Doan/fashion-dataset/images\11970.jpg,images
D:/Doan/fashion-dataset/images\11971.jpg,images
D:/Doan/fashion-dataset/images\11972.jpg,images
D:/Doan/fashion-dataset/images\11973.jpg,images
D:/Doan/fashion-dataset/images\11974.jpg,images
D:/Doan/fashion-dataset/images\11976.jpg,images
D:/Doan/fashion-dataset/images\11977.jpg,images
D:/Doan/fashion-dataset/images\11978.jpg,images
D:/Doan/fashion-dataset/images\11979.jpg,images
D:/Doan/fashion-dataset/images\11980.jpg,images
D:/Doan/fashion-dataset/images\11981.jpg,images
D:/Doan/fashion-dataset/images\11983.jpg,images
D:/Doan/fashion-dataset/images\11985.jpg,images
D:/Doan/fashion-dataset/images\11986.jpg,images
D:/Doan/fashion-dataset/images\11989.jpg,images
D:/Doan/fashion-dataset/images\11990.jpg,images
D:/Doan/fashion-dataset/images\11991.jpg,images
D:/Doan/fashion-dataset/images\11992.jpg,images
D:/Doan/fashion-dataset/images\11993.jpg,images
D:/Doan/fashion-dataset/images\11994.jpg,images
D:/Doan/fashion-dataset/images\11995.jpg,images
D:/Doan/fashion-dataset/images\11996.jpg,images
D:/Doan/fashion-dataset/images\11997.jpg,images
D:/Doan/fashion-dataset/images\11998.jpg,images
D:/Doan/fashion-dataset/images\11999.jpg,images
D:/Doan/fashion-dataset/images\12000.jpg,images
D:/Doan/fashion-dataset/images\12001.jpg,images
D:/Doan/fashion-dataset/images\12003.jpg,images
D:/Doan/fashion-dataset/images\12004.jpg,images
D:/Doan/fashion-dataset/images\12005.jpg,images
D:/Doan/fashion-dataset/images\12006.jpg,images
D:/Doan/fashion-dataset/images\12007.jpg,images
D:/Doan/fashion-dataset/images\12008.jpg,images
D:/Doan/fashion-dataset/images\12009.jpg,images
D:/Doan/fashion-dataset/images\12010.jpg,images
D:/Doan/fashion-dataset/images\12011.jpg,images
D:/Doan/fashion-dataset/images\12012.jpg,images
D:/Doan/fashion-dataset/images\12013.jpg,images
D:/Doan/fashion-dataset/images\12014.jpg,images
D:/Doan/fashion-dataset/images\12015.jpg,images
D:/Doan/fashion-dataset/images\12016.jpg,images
D:/Doan/fashion-dataset/images\12017.jpg,images
D:/Doan/fashion-dataset/images\12018.jpg,images
D:/Doan/fashion-dataset/images\12019.jpg,images
D:/Doan/fashion-dataset/images\12022.jpg,images
D:/Doan/fashion-dataset/images\12023.jpg,images
D:/Doan/fashion-dataset/images\12024.jpg,images
D:/Doan/fashion-dataset/images\12025.jpg,images
D:/Doan/fashion-dataset/images\12026.jpg,images
D:/Doan/fashion-dataset/images\12028.jpg,images
D:/Doan/fashion-dataset/images\12029.jpg,images
D:/Doan/fashion-dataset/images\12030.jpg,images
D:/Doan/fashion-dataset/images\12031.jpg,images
D:/Doan/fashion-dataset/images\12032.jpg,images
D:/Doan/fashion-dataset/images\12033.jpg,images
D:/Doan/fashion-dataset/images\12034.jpg,images
D:/Doan/fashion-dataset/images\12035.jpg,images
D:/Doan/fashion-dataset/images\12036.jpg,images
D:/Doan/fashion-dataset/images\12037.jpg,images
D:/Doan/fashion-dataset/images\12038.jpg,images
D:/Doan/fashion-dataset/images\12039.jpg,images
D:/Doan/fashion-dataset/images\12040.jpg,images
D:/Doan/fashion-dataset/images\12041.jpg,images
D:/Doan/fashion-dataset/images\12042.jpg,images
D:/Doan/fashion-dataset/images\12043.jpg,images
D:/Doan/fashion-dataset/images\12044.jpg,images
D:/Doan/fashion-dataset/images\12045.jpg,images
D:/Doan/fashion-dataset/images\12046.jpg,images
D:/Doan/fashion-dataset/images\12047.jpg,images
D:/Doan/fashion-dataset/images\12049.jpg,images
D:/Doan/fashion-dataset/images\12052.jpg,images
D:/Doan/fashion-dataset/images\12053.jpg,images
D:/Doan/fashion-dataset/images\12054.jpg,images
D:/Doan/fashion-dataset/images\12055.jpg,images
D:/Doan/fashion-dataset/images\12056.jpg,images
D:/Doan/fashion-dataset/images\12057.jpg,images
D:/Doan/fashion-dataset/images\12058.jpg,images
D:/Doan/fashion-dataset/images\12059.jpg,images
D:/Doan/fashion-dataset/images\12060.jpg,images
D:/Doan/fashion-dataset/images\12061.jpg,images
D:/Doan/fashion-dataset/images\12062.jpg,images
D:/Doan/fashion-dataset/images\12063.jpg,images
D:/Doan/fashion-dataset/images\12064.jpg,images
D:/Doan/fashion-dataset/images\12065.jpg,images
D:/Doan/fashion-dataset/images\12066.jpg,images
D:/Doan/fashion-dataset/images\12067.jpg,images
D:/Doan/fashion-dataset/images\12068.jpg,images
D:/Doan/fashion-dataset/images\12069.jpg,images
D:/Doan/fashion-dataset/images\12070.jpg,images
D:/Doan/fashion-dataset/images\12071.jpg,images
D:/Doan/fashion-dataset/images\12072.jpg,images
D:/Doan/fashion-dataset/images\12073.jpg,images
D:/Doan/fashion-dataset/images\12074.jpg,images
D:/Doan/fashion-dataset/images\12075.jpg,images
D:/Doan/fashion-dataset/images\12076.jpg,images
D:/Doan/fashion-dataset/images\12077.jpg,images
D:/Doan/fashion-dataset/images\12078.jpg,images
D:/Doan/fashion-dataset/images\12079.jpg,images
D:/Doan/fashion-dataset/images\12080.jpg,images
D:/Doan/fashion-dataset/images\12081.jpg,images
D:/Doan/fashion-dataset/images\12082.jpg,images
D:/Doan/fashion-dataset/images\12083.jpg,images
D:/Doan/fashion-dataset/images\12084.jpg,images
D:/Doan/fashion-dataset/images\12085.jpg,images
D:/Doan/fashion-dataset/images\12086.jpg,images
D:/Doan/fashion-dataset/images\12087.jpg,images
D:/Doan/fashion-dataset/images\12088.jpg,images
D:/Doan/fashion-dataset/images\12089.jpg,images
D:/Doan/fashion-dataset/images\12090.jpg,images
D:/Doan/fashion-dataset/images\12091.jpg,images
D:/Doan/fashion-dataset/images\12092.jpg,images
D:/Doan/fashion-dataset/images\12093.jpg,images
D:/Doan/fashion-dataset/images\12094.jpg,images
D:/Doan/fashion-dataset/images\12095.jpg,images
D:/Doan/fashion-dataset/images\12096.jpg,images
D:/Doan/fashion-dataset/images\12097.jpg,images
D:/Doan/fashion-dataset/images\12098.jpg,images
D:/Doan/fashion-dataset/images\12099.jpg,images
D:/Doan/fashion-dataset/images\12100.jpg,images
D:/Doan/fashion-dataset/images\12101.jpg,images
D:/Doan/fashion-dataset/images\12102.jpg,images
D:/Doan/fashion-dataset/images\12103.jpg,images
D:/Doan/fashion-dataset/images\12104.jpg,images
D:/Doan/fashion-dataset/images\12105.jpg,images
D:/Doan/fashion-dataset/images\12106.jpg,images
D:/Doan/fashion-dataset/images\12107.jpg,images
D:/Doan/fashion-dataset/images\12108.jpg,images
D:/Doan/fashion-dataset/images\12109.jpg,images
D:/Doan/fashion-dataset/images\12110.jpg,images
D:/Doan/fashion-dataset/images\12111.jpg,images
D:/Doan/fashion-dataset/images\12112.jpg,images
D:/Doan/fashion-dataset/images\12113.jpg,images
D:/Doan/fashion-dataset/images\12114.jpg,images
D:/Doan/fashion-dataset/images\12115.jpg,images
D:/Doan/fashion-dataset/images\12116.jpg,images
D:/Doan/fashion-dataset/images\12117.jpg,images
D:/Doan/fashion-dataset/images\12118.jpg,images
D:/Doan/fashion-dataset/images\12119.jpg,images
D:/Doan/fashion-dataset/images\12120.jpg,images
D:/Doan/fashion-dataset/images\12121.jpg,images
D:/Doan/fashion-dataset/images\12122.jpg,images
D:/Doan/fashion-dataset/images\12123.jpg,images
D:/Doan/fashion-dataset/images\12124.jpg,images
D:/Doan/fashion-dataset/images\12125.jpg,images
D:/Doan/fashion-dataset/images\12126.jpg,images
D:/Doan/fashion-dataset/images\12127.jpg,images
D:/Doan/fashion-dataset/images\12128.jpg,images
D:/Doan/fashion-dataset/images\12129.jpg,images
D:/Doan/fashion-dataset/images\12130.jpg,images
D:/Doan/fashion-dataset/images\12131.jpg,images
D:/Doan/fashion-dataset/images\12132.jpg,images
D:/Doan/fashion-dataset/images\12133.jpg,images
D:/Doan/fashion-dataset/images\12134.jpg,images
D:/Doan/fashion-dataset/images\12135.jpg,images
D:/Doan/fashion-dataset/images\12136.jpg,images
D:/Doan/fashion-dataset/images\12137.jpg,images
D:/Doan/fashion-dataset/images\12138.jpg,images
D:/Doan/fashion-dataset/images\12139.jpg,images
D:/Doan/fashion-dataset/images\12140.jpg,images
D:/Doan/fashion-dataset/images\12141.jpg,images
D:/Doan/fashion-dataset/images\12142.jpg,images
D:/Doan/fashion-dataset/images\12143.jpg,images
D:/Doan/fashion-dataset/images\12144.jpg,images
D:/Doan/fashion-dataset/images\12145.jpg,images
D:/Doan/fashion-dataset/images\12146.jpg,images
D:/Doan/fashion-dataset/images\12147.jpg,images
D:/Doan/fashion-dataset/images\12148.jpg,images
D:/Doan/fashion-dataset/images\12149.jpg,images
D:/Doan/fashion-dataset/images\12150.jpg,images
D:/Doan/fashion-dataset/images\12151.jpg,images
D:/Doan/fashion-dataset/images\12152.jpg,images
D:/Doan/fashion-dataset/images\12153.jpg,images
D:/Doan/fashion-dataset/images\12154.jpg,images
D:/Doan/fashion-dataset/images\12155.jpg,images
D:/Doan/fashion-dataset/images\12156.jpg,images
D:/Doan/fashion-dataset/images\12157.jpg,images
D:/Doan/fashion-dataset/images\12158.jpg,images
D:/Doan/fashion-dataset/images\12159.jpg,images
D:/Doan/fashion-dataset/images\12160.jpg,images
D:/Doan/fashion-dataset/images\12161.jpg,images
D:/Doan/fashion-dataset/images\12162.jpg,images
D:/Doan/fashion-dataset/images\12163.jpg,images
D:/Doan/fashion-dataset/images\12164.jpg,images
D:/Doan/fashion-dataset/images\12165.jpg,images
D:/Doan/fashion-dataset/images\12166.jpg,images
D:/Doan/fashion-dataset/images\12167.jpg,images
D:/Doan/fashion-dataset/images\12168.jpg,images
D:/Doan/fashion-dataset/images\12169.jpg,images
D:/Doan/fashion-dataset/images\12170.jpg,images
D:/Doan/fashion-dataset/images\12171.jpg,images
D:/Doan/fashion-dataset/images\12172.jpg,images
D:/Doan/fashion-dataset/images\12173.jpg,images
D:/Doan/fashion-dataset/images\12174.jpg,images
D:/Doan/fashion-dataset/images\12175.jpg,images
D:/Doan/fashion-dataset/images\12176.jpg,images
D:/Doan/fashion-dataset/images\12177.jpg,images
D:/Doan/fashion-dataset/images\12178.jpg,images
D:/Doan/fashion-dataset/images\12179.jpg,images
D:/Doan/fashion-dataset/images\12180.jpg,images
D:/Doan/fashion-dataset/images\12181.jpg,images
D:/Doan/fashion-dataset/images\12182.jpg,images
D:/Doan/fashion-dataset/images\12183.jpg,images
D:/Doan/fashion-dataset/images\12184.jpg,images
D:/Doan/fashion-dataset/images\12185.jpg,images
D:/Doan/fashion-dataset/images\12186.jpg,images
D:/Doan/fashion-dataset/images\12187.jpg,images
D:/Doan/fashion-dataset/images\12188.jpg,images
D:/Doan/fashion-dataset/images\12189.jpg,images
D:/Doan/fashion-dataset/images\12190.jpg,images
D:/Doan/fashion-dataset/images\12191.jpg,images
D:/Doan/fashion-dataset/images\12193.jpg,images
D:/Doan/fashion-dataset/images\12194.jpg,images
D:/Doan/fashion-dataset/images\12195.jpg,images
D:/Doan/fashion-dataset/images\12196.jpg,images
D:/Doan/fashion-dataset/images\12197.jpg,images
D:/Doan/fashion-dataset/images\12198.jpg,images
D:/Doan/fashion-dataset/images\12199.jpg,images
D:/Doan/fashion-dataset/images\12200.jpg,images
D:/Doan/fashion-dataset/images\12202.jpg,images
D:/Doan/fashion-dataset/images\12203.jpg,images
D:/Doan/fashion-dataset/images\12204.jpg,images
D:/Doan/fashion-dataset/images\12206.jpg,images
D:/Doan/fashion-dataset/images\12207.jpg,images
D:/Doan/fashion-dataset/images\12208.jpg,images
D:/Doan/fashion-dataset/images\12209.jpg,images
D:/Doan/fashion-dataset/images\12210.jpg,images
D:/Doan/fashion-dataset/images\12211.jpg,images
D:/Doan/fashion-dataset/images\12212.jpg,images
D:/Doan/fashion-dataset/images\12213.jpg,images
D:/Doan/fashion-dataset/images\12214.jpg,images
D:/Doan/fashion-dataset/images\12215.jpg,images
D:/Doan/fashion-dataset/images\12216.jpg,images
D:/Doan/fashion-dataset/images\12217.jpg,images
D:/Doan/fashion-dataset/images\12218.jpg,images
D:/Doan/fashion-dataset/images\12219.jpg,images
D:/Doan/fashion-dataset/images\12220.jpg,images
D:/Doan/fashion-dataset/images\12221.jpg,images
D:/Doan/fashion-dataset/images\12222.jpg,images
D:/Doan/fashion-dataset/images\12223.jpg,images
D:/Doan/fashion-dataset/images\12224.jpg,images
D:/Doan/fashion-dataset/images\12225.jpg,images
D:/Doan/fashion-dataset/images\12226.jpg,images
D:/Doan/fashion-dataset/images\12229.jpg,images
D:/Doan/fashion-dataset/images\12230.jpg,images
D:/Doan/fashion-dataset/images\12233.jpg,images
D:/Doan/fashion-dataset/images\12234.jpg,images
D:/Doan/fashion-dataset/images\12235.jpg,images
D:/Doan/fashion-dataset/images\12236.jpg,images
D:/Doan/fashion-dataset/images\12237.jpg,images
D:/Doan/fashion-dataset/images\12238.jpg,images
D:/Doan/fashion-dataset/images\12239.jpg,images
D:/Doan/fashion-dataset/images\12241.jpg,images
D:/Doan/fashion-dataset/images\12242.jpg,images
D:/Doan/fashion-dataset/images\12244.jpg,images
D:/Doan/fashion-dataset/images\12245.jpg,images
D:/Doan/fashion-dataset/images\12246.jpg,images
D:/Doan/fashion-dataset/images\12247.jpg,images
D:/Doan/fashion-dataset/images\12249.jpg,images
D:/Doan/fashion-dataset/images\12251.jpg,images
D:/Doan/fashion-dataset/images\12253.jpg,images
D:/Doan/fashion-dataset/images\12254.jpg,images
D:/Doan/fashion-dataset/images\12255.jpg,images
D:/Doan/fashion-dataset/images\12257.jpg,images
D:/Doan/fashion-dataset/images\12258.jpg,images
D:/Doan/fashion-dataset/images\12259.jpg,images
D:/Doan/fashion-dataset/images\12260.jpg,images
D:/Doan/fashion-dataset/images\12263.jpg,images
D:/Doan/fashion-dataset/images\12264.jpg,images
D:/Doan/fashion-dataset/images\12265.jpg,images
D:/Doan/fashion-dataset/images\12266.jpg,images
D:/Doan/fashion-dataset/images\12267.jpg,images
D:/Doan/fashion-dataset/images\12271.jpg,images
D:/Doan/fashion-dataset/images\12272.jpg,images
D:/Doan/fashion-dataset/images\12273.jpg,images
D:/Doan/fashion-dataset/images\12274.jpg,images
D:/Doan/fashion-dataset/images\12275.jpg,images
D:/Doan/fashion-dataset/images\12277.jpg,images
D:/Doan/fashion-dataset/images\12278.jpg,images
D:/Doan/fashion-dataset/images\12279.jpg,images
D:/Doan/fashion-dataset/images\12282.jpg,images
D:/Doan/fashion-dataset/images\12284.jpg,images
D:/Doan/fashion-dataset/images\12285.jpg,images
D:/Doan/fashion-dataset/images\12286.jpg,images
D:/Doan/fashion-dataset/images\12287.jpg,images
D:/Doan/fashion-dataset/images\12288.jpg,images
D:/Doan/fashion-dataset/images\12289.jpg,images
D:/Doan/fashion-dataset/images\12290.jpg,images
D:/Doan/fashion-dataset/images\12292.jpg,images
D:/Doan/fashion-dataset/images\12295.jpg,images
D:/Doan/fashion-dataset/images\12296.jpg,images
D:/Doan/fashion-dataset/images\12297.jpg,images
D:/Doan/fashion-dataset/images\12298.jpg,images
D:/Doan/fashion-dataset/images\12303.jpg,images
D:/Doan/fashion-dataset/images\12304.jpg,images
D:/Doan/fashion-dataset/images\12305.jpg,images
D:/Doan/fashion-dataset/images\12309.jpg,images
D:/Doan/fashion-dataset/images\12311.jpg,images
D:/Doan/fashion-dataset/images\12313.jpg,images
D:/Doan/fashion-dataset/images\12316.jpg,images
D:/Doan/fashion-dataset/images\12318.jpg,images
D:/Doan/fashion-dataset/images\12319.jpg,images
D:/Doan/fashion-dataset/images\12320.jpg,images
D:/Doan/fashion-dataset/images\12321.jpg,images
D:/Doan/fashion-dataset/images\12322.jpg,images
D:/Doan/fashion-dataset/images\12324.jpg,images
D:/Doan/fashion-dataset/images\12326.jpg,images
D:/Doan/fashion-dataset/images\12327.jpg,images
D:/Doan/fashion-dataset/images\12328.jpg,images
D:/Doan/fashion-dataset/images\12329.jpg,images
D:/Doan/fashion-dataset/images\12331.jpg,images
D:/Doan/fashion-dataset/images\12333.jpg,images
D:/Doan/fashion-dataset/images\12337.jpg,images
D:/Doan/fashion-dataset/images\12338.jpg,images
D:/Doan/fashion-dataset/images\12339.jpg,images
D:/Doan/fashion-dataset/images\12340.jpg,images
D:/Doan/fashion-dataset/images\12344.jpg,images
D:/Doan/fashion-dataset/images\12345.jpg,images
D:/Doan/fashion-dataset/images\12346.jpg,images
D:/Doan/fashion-dataset/images\12348.jpg,images
D:/Doan/fashion-dataset/images\12350.jpg,images
D:/Doan/fashion-dataset/images\12354.jpg,images
D:/Doan/fashion-dataset/images\12357.jpg,images
